title,content,tokens
Page 191,"What is noble? is even proud of not being made for pity: which is why the hero of the saga adds, by way of warning, “If your heart is not hard when you areyoung, it will never be hard.” The noble and brave types of people whothink this way are the furthest removed from a morality that sees preciselypity , actions for others, and d´esint´eressement as emblematic of morality . A faith in yourself, pride in yourself, and a fundamental hostility and ironywith respect to “selﬂessness” belong to a noble morality just as certainlyas does a slight disdain and caution towards sympathetic feelings and“warm hearts.” – The powerful are the ones who know how to honor; it is their art, their realm of invention. A profound reverence for age andorigins – the whole notion of justice is based on this doub le reverence –, a faith and a prejudice in favor of forefathers and against future generationsis typical of the morality of the powerful. And when, conversely , peoplewith “modern ideas” believe almost instinctively in “progress” and “thefuture,” and show a decreasing respect for age, this gives sufﬁcient evi- dence of the ignoble origin of these “ideas.” But, most of all, the moralityof dominating types is foreign and painful to contemporary taste due toits stern axiom that people have duties only towards their own kind; thatwhen it comes to creatures of a lower rank, to everything alien, people areallowed to act as they see ﬁt or “from the heart,” and in any event, “beyondgood and evil” –: things like pity might have a place here. The capacityand duty to experience extended gratitude and vengefulness – both onlyamong your own kind –, subtlety in retaliation, reﬁnement in concepts of friendship, a certain need to have enemies (as ﬂue holes, as it were,for the affects of jealousy , irascibility , arrogance, – basically , in order to be a good friend ): all these are characteristic features of noble morality which, as I have suggested, is not the morality of “modern ideas,” and this makes it difﬁcult for us to relate to, and also difﬁcult for us to digit up and lay it open. – It is different with the second type of morality ,slave morality . What if people who were violated, oppressed, suffering, unfree, exhausted, and unsure of themselves were to moralize: what typeof moral valuations would they have? A pessimistic suspicion of the wholecondition of humanity would probably ﬁnd expression, perhaps a con-demnation of humanity along with its condition. The slave’s gaze resentsthe virtues of the powerful. It is skeptical and distrustful, it has a subtle mistrust of all the “good” that is honored there –, it wants to convince Disinterestedness. ",666
Page 192,"Beyond Good and Evil itself that even happiness is not genuine there. Conversely , qualities that serve to alleviate existence for suffering people are pulled out and ﬂoodedwith light: pity , the obliging, helpful hand, the warm heart, patience, in-dustriousness, humility , and friendliness receive full honors here –, sincethese are the most useful qualities and practically the only way of holdingup under the pressure of existence. Slave morality is essentially a moral-ity of utility . Here we have the point of origin for that famous oppositionbetween “good” and “ evil.” Evil is perceived as something powerful and dangerous; it is felt to contain a certain awesome quality , a subtlety andstrength that block any incipient contempt. According to the slave moral-ity then, “evil” inspires fear; but according to the master morality ,i ti s “good ” that inspires and wants to inspire fear, while the “bad” man is seen as contemptible. The opposition comes to a head when, following the logicof slave morality , a hint of contempt (however slight and well disposed)ﬁnally comes to be associated with even its idea of “good,” because withinthe terms of slave morality , the good man must always be unthreatening :h e is good-natured, easy to deceive, maybe a bit stupid, un bonhomme . Wher- ever slave morality holds sway , language shows a tendency for the words“good” and “stupid” to come closer together. – A ﬁnal fundamental dis- tinction: the desire for freedom , the instinct for happiness, and subtleties in the feeling of freedom necessarily belong to slave morals and morality ,just as an artistry and enthusiasm in respect and devotion are invariantsymptoms of an aristocratic mode of thinking and valuing. – This clearlyshows why love as passion (our European specialty) must have had a purely noble descent: it is known to have been invented in the knightly poetry ofProvence, by those magniﬁcent, inventive men of the “ gai saber .” Europe is indebted to these men for so many things, almost for itself.  Vanity is perhaps one of the most difﬁcult things for a noble person tocomprehend: he will be tempted to keep denying it when a different typeof man will almost be able to feel it in his hands. He has difﬁculty imag-ining creatures who would try to inspire good opinions about themselvesthat they themselves do not hold – and consequently do not “deserve” A good simple fellow . Gay science. ",604
Page 193,"What is noble? either –, and who would then end up believing these good opinions. For one thing, this strikes the noble as being so tasteless and showing such a lack ofself-respect, and, for another thing, it seems so baroque and unreasonableto him, that he would gladly see vanity as an exception and stay skeptical inmost of the cases where it is brought up. For example, he will say: “I can bewrong about my own worth and still insist that other people acknowledgeit to be what I say it is, – but that is not vanity (instead, it is arrogance or, more frequently , it is what they call ‘humility’ or ‘modesty’).” Or alter- natively: “There are many reasons why I can enjoy other people’s goodopinions, perhaps because I love and honor them and rejoice in each oftheir joys, and perhaps also because their good opinions conﬁrm and re- inforce my faith in my own good opinion of myself, perhaps because otherpeople’s good opinions are useful or look as though they could be usefulto me, even when I don’t agree with them, – but none of that is vanity .” It is only when forced (namely with the help of history) that the nobleperson realizes that from time immemorial, in all strata of people who arein some way dependent, base people were only what they were considered to be : – not being at all accustomed to positing values, the only value the base person attributes to himself is the one his masters have attributed tohim (creating values is the true right of masters ). W e can see it as the result of a tremendous atavism that, to this day , ordinary people still wait for an opinion to be pronounced about themselves before instinctively deferringto it. And this is by no means only the case with “good” opinions – they defer to bad and unfair ones as well (for instance, just think about most ofthe self-estimations and self-underestimations that devout women acceptfrom their father confessors and, in general, that devout Christians acceptfrom their church). As a matter of fact, in keeping with the slow approachof a democratic order of things (and its cause, the mixing of blood be-tween masters and slaves), the originally rare and noble urge to ascribe toyourself a value that comes from yourself, and to “think well” of yourself is now increasingly widespread and encouraged. But in every age it isopposed by an older, broader, and more thoroughly ingrained tendency , –and in the phenomenon of “vanity ,” this older tendency gains mastery over the younger. The vain take pleasure in every good opinion they hear about themselves (abstracted entirely from the point of view of utility ,and just as much removed from truth or falsity), just as they suffer fromevery bad opinion. This is because they submit – they feel submissive – to both good and bad opinions out of that oldest instinct of submissiveness ",662
Page 194,"Beyond Good and Evil which erupts within them. – This is “the slave” in the blood of the vain, a remnant of the mischief of the slave – and how much “slave” is still left over in women, for instance! –, they try to seduce people into having good opinions of them. By the same token, it is the slave who submits to theseopinions immediately afterwards, as if he were not the one who had justcalled for them. – And to say it again: vanity is an atavism.  Aspeciesoriginates, a type grows sturdy and strong, in the long struggle with essentially constant unfavorable conditions. Conversely , people know from the experience of breeders that species with overabundant diets and,in general, more than their share of protection and care, will immediatelyshow a striking tendency towards variations of the type, and will be rich inwonders and monstrosities (including monstrous vices). Y ou only need tosee an aristocratic community (such as V enice or an ancient Greek polis ) as an organization that has been established, whether voluntarily or in-voluntarily , for the sake of breeding : the people living there together are self-reliant and want to see their species succeed, mainly because if theydo not succeed they run a horrible risk of being eradicated. Here there are none of the advantages, excesses, and protections that are favorableto variation. The species needs itself to be a species, to be somethingthat, by virtue of its very hardness, uniformity , and simplicity of form,can succeed and make itself persevere in constant struggle with its neigh-bors or with the oppressed who are or threaten to become rebellious. Atremendous range of experiences teaches it which qualities are primarilyresponsible for the fact that, despite all gods and men, it still exists, itkeeps prevailing. It calls these qualities virtues, and these are the onlyvirtues it fosters. It does so with harshness; in fact, it desires harshness.Every aristocratic morality is intolerant about the education of the young,disposal over women, marriage customs, relations between old and youngand penal laws (which only concern deviants): – it considers intolerance itself to be a virtue, under the rubric of “justice.” A type whose traits are few in number but very strong, a species of people who are strict,warlike, clever, and silent, close to each other and closed up (which gives In German: Art. In this section, Art is translated as “species” and Typus as “type.” City-state. ",585
Page 195,"What is noble? them the most subtle feeling for the charms and nuances of association) will, in this way , establish itself (as a species) over and above the changeof generations. The continuous struggle with constant unfavorable con- ditions is, as I have said, what causes a type to become sturdy and hard.But, eventually , a fortunate state will arise and the enormous tension willrelax; perhaps none of the neighbors are enemies anymore, and the meansof life, even of enjoying life, exist in abundance. With a single stroke,the bonds and constraints of the old discipline are torn: it does not seemto be necessary any more, to be a condition of existence, – if it wantedto continue, it could do so only as a form of luxury , as an archaic taste . Variation, whether as deviation (into something higher, ﬁner, rarer) or as degeneration and monstrosity , suddenly comes onto the scene in the greatest abundance and splendor; the individual dares to be individual and different. At these turning points of history , a magniﬁcent, diverse,jungle-like growth and upward striving, a kind of tropical tempo in the competition to grow will appear alongside (and often mixed up and tan-gled together with) an immense destruction and self-destruction. This isdue to the wild egoisms that are turned explosively against each other,that wrestle each other “for sun and light,” and can no longer derive any limitation, restraint, or refuge from morality as it has existed so far. Itwas this very morality that accumulated the tremendous amount of forceto put such a threatening tension into the bow: – and now it is, now itis being “outlived.” The dangerous and uncanny point has been reachedwhen the greatest, most diverse, most comprehensive life lives past the old morality . The “individual” is left standing there, forced to give him-self laws, forced to rely on his own arts and wiles of self-preservation,self-enhancement, self-redemption. There is nothing but new whys andhows; there are no longer any shared formulas; misunderstanding is al-lied with disregard; decay , ruin, and the highest desires are horribly en-twined; the genius of the race overﬂows from every cornucopia of goodand bad; there is a disastrous simultaneity of spring and autumn, ﬁlledwith new charms and veils that are well suited to the young, still unex-hausted, still indefatigable corruption. Danger has returned, the motherof morals, great danger, displaced onto the individual this time, ontothe neighbor or friend, onto the street, onto your own child, onto yourown heart, onto all of your own-most, secret-most wishes and wills: andthe moral philosophers emerging at this time – what will they have topreach? These sharp observers and layabouts discover that everything ",631
Page 196,"Beyond Good and Evil is rapidly coming to an end, that everything around them is ruined and creates ruin, that nothing lasts as long as the day after tomorrow exceptone species of person, the hopelessly mediocre . Only the mediocre have prospects for continuing on, for propagating – they are the people ofthe future, the only survivors: “Be like them! Be mediocre!” is the onlymorality that still makes sense, that still ﬁnds ears. But this morality ofmediocrity is difﬁcult to preach! It can never admit what it is and whatit wants! It has to talk about moderation and dignity and duty and lovingyour neighbors, – it will have a hard time hiding its irony! –  There is an instinct for rank that, more than anything else, is itself the sign of ahigh rank; there is a pleasure in nuances of respect that indicates a noble origin and noble habits. The subtlety , quality , and stature of a soul is putdangerously to the test when something of the ﬁrst rank passes by beforethe shudders of authority are there to protect it from intrusive clutchesand crudeness: something that goes on its way like a living touchstone,undiscovered, unmarked, and experimenting, perhaps voluntarily cov-ered and disguised. Anyone whose task and exercise is the investigationof souls will use this very art, in a variety of forms, to establish the ultimatevalue of a soul, the unalterable, inborn order of rank it belongs to: thissort of investigator will test out the soul’s instinct for respect .Diff´erence engendre haine : many natures have a baseness that suddenly bursts out, like dirty water, when any sort of holy vessel, any sort of treasure from aclosed shrine, any sort of book that bears the mark of a great destiny iscarried past. On the other hand, there is an involuntary hush, a hesitationof the eye and a quieting of every gesture, all of which indicate that thesoul feels the presence of something deserving the highest honors. The way in which respect for the Bible has, on the whole, been maintained in Europe might be the best piece of discipline and reﬁnement in mannersthat Europe owes to Christianity . Books with this sort of profundity andultimate meaning need the protection of an externally imposed tyrannyof authority; this way , they can last through the millennia that are needed to use them up and ﬁgure them out. It is a great achievement when the “Difference engenders hatred.” ",566
Page 197,"What is noble? masses (people of all kinds who lack depth or have speedy bowels) have ﬁnally had the feeling bred into them that they cannot touch everything,that there are holy experiences which require them to take off their shoesand keep their dirty hands away , – and this is pretty much as high a levelof humanity as they will ever reach. Conversely , what is perhaps the mostdisgusting thing about so-called scholars, the devout believers in “mod-ern ideas,” is their lack of shame, the careless impudence of their eyes and hands that touch, taste, and feel everything. And there might still be agreater relative nobility of taste and tactfulness of respect within a people these days, within a lower sort of people, namely within the peasantry ,than among the newspaper-reading demimonde of the spirit, the educated.  What a man’s forefathers liked doing the most, and the most often, cannot be wiped from his soul: whether they were diligent savers and accessories of some writing desk or cash box, modest and middle-class in their wants and modest in their virtues as well; or whether they lived their lives givingorders from morning to night, fond of rough pleasures and perhaps ofeven rougher duties and responsibilities; or whether they ﬁnally sacriﬁcedold privileges of birth and belongings in order to live entirely for theirfaith – their “god” –, being people of a tender and unyielding conscience, embarrassed by any compromise. It is utterly impossible that a personmight fail to have the qualities and propensities of his elders and ancestors in his body: however much appearances might speak against it. This isthe problem of race. If you know anything about the ancestors, you candraw conclusions about the child. Some sort of harmful immoderation,some sort of corner jealousy , a clumsy insistence on always being right –together, these three elements have constituted the true “vulgar” type inevery age. And something like this will be passed on to the child just ascertainly as contaminated blood. With the help of the best education andculture, people will only just reach the point of being able to lieabout a bequest like this. And what else are education and culture for these days! Inour very popular, which is to say vulgar age, “education” and “culture”essentially have to be the art of deception – to deceive about lineage, about the inherited vulgarity in body and soul. An educator who preachestruthfulness above all else these days and constantly calls for his studentsto “be true! be natural! be what you are!” – after a while, even a virtuous and ",593
Page 198,"Beyond Good and Evil trusting ass like this will learn to reach for that furca of Horace, in order to naturam expellere : and with what success? “The vulgar” usque recurret .–  At the risk of annoying innocent ears I will propose this: egoism belongs to the essence of the noble soul. I mean that ﬁrm belief that other beingswill, by nature, have to be subordinate to a being “like us” and will have to sacriﬁce themselves. The noble soul accepts this fact of its egoism withoutany question-mark, and also without feeling any harshness, compulsion,or caprice in it, but rather as something that may well be grounded inthe primordial law of things. If the noble soul were to try to name thisphenomenon, it would call it “justice itself.” It admits to itself, under certain circumstances (that at ﬁrst give it pause), that there are otherswith rights equal to its own. As soon as it is clear about this questionof rank, it will move among these equals and “equally righted” with anassured modesty and a gentle reverence equal to how it treats itself, inaccordance with an inborn, celestial mechanics that all stars know so well.This is just another piece of its egoism, this ﬁnesse and self-limitation in dealing with equals – every star is an egoist of this sort. And the noble soul honors itself in them and in the rights that it gives them; it has no doubt that the exchange of rights and honors belongs to the natural stateof things too, as the essence of all interaction. The noble soul gives as it takes, out of the passionate and sensitive instinct of retribution that is sofundamental to it. The concept of “mercy” is senseless and noisome inter pares ; there might be a sublime way of letting gifts fall down on you from above, as it were, and lapping them up like raindrops; but the noble soulhas no talent for this art and conduct. Its egoism gets in the way: it doesnot generally like looking “upwards,” – but rather ahead , horizontally and slowly , or downwards: – it knows that it is high up .–  “One can only truly admire those who do not seek themselves.” – Goethe to Rat Schlosser. “Try expelling nature with a pitchfork and it keeps coming back,” from Horace’s Epistolae ,I ,, . Between equals. ",602
Page 199,"What is noble?  The Chinese have an expression that even mothers teach their children: siao-sin , “make your heart small !” This is the true, basic tendency of late civilizations: I have no doubt that this sort of self-belittlement would bethe ﬁrst thing an ancient Greek would notice in us Europeans of today , –and this alone would already “offend his taste.” –  What, in the end, is base?– W ords are acoustic signs for concepts; con- cepts, though, are more or less determinate pictorial signs for sensationsthat occur together and recur frequently , for groups of sensations. Usingthe same words is not enough to get people to understand each other: theyhave to use the same words for the same species of inner experiences too;ultimately , people have to have the same experience base . This is why a people in a community will understand each other better than they under-stand people belonging to other groups, even when they all use the samelanguage. Or rather, when individuals have lived together for a long timeunder similar conditions (of climate, soil, danger, necessities, work), therearises something that “understands itself ” – a people. In all souls, an equal number of frequently recurring experiences have gained an upper handover ones that occur less frequently: understanding takes place faster andfaster on this basis (the history of language is the history of a process ofabbreviation); and people join closer and closer together on the basis ofthis understanding. The greater the danger, the greater the need to agreequickly and easily about necessities. Not to misunderstand each other when there is danger: people require this in order to interact with eachother. In every friendship or relationship, people still put this principleto the test: nothing will last once the discovery is made that one of thetwo feels, means, senses, wishes, fears something different from the otherwhen using the same words. (Fear of the “eternal misunderstanding”: this is the benevolent genius that so often keeps people of the oppositesex from rushing into relationships at the insistence of their hearts andsenses – and not some Schopenhauerian “genius of the species” –!) What In German: Gemeinheit . Another possible translation is “common,” which captures the sense of the word (and the point of the passage) according to which base qualities are found among commonpeople, or are what people have in common. I have chosen to translate gemein as base (both here and throughout the text) since it captures more of the derogatory connotations of the term. ",594
Page 200,"Beyond Good and Evil group of sensations in a soul will be the ﬁrst to wake up, start speaking, and making demands is decisive for the whole rank order of its values, andwill ultimately determine its table of goods. A person’s valuations revealsomething about the structure of his soul and what the soul sees as its conditions of life, its genuine needs. Now , assuming that needs have onlyever brought people together when they could somehow indicate similarrequirements and similar experiences with similar signs, then it follows,on the whole, that the easy communicability of needs (which ultimatelymeans having only average and base experiences) must have been the most forceful of the forces that have controlled people so far. People who aremore alike and ordinary have always been at an advantage; while peo-ple who are more exceptional, reﬁned, rare, and difﬁcult to understand will easily remain alone, prone to accidents in their isolation and rarely propagating. Immense countervailing forces will have to be called uponin order to cross this natural, all-too-natural progressus in simile , people becoming increasingly similar, ordinary , average, herd-like, – increasingly base !  The more a psychologist – a born, inevitable psychologist and unriddler of souls – turns to exceptional cases and people, the greater the danger that he will be choked with pity: he needs hardness and cheerfulness more than anyone else. The ruin, the destruction of higher people, of strangelyconstituted souls, is the rule: it is horrible always to have a rule like thisin front of your eyes. The manifold torment of the psychologist whodiscovered this destruction, who ﬁrst discovered and then kept rediscov-ering (in almost every case) the whole inner “hopelessness” of the higher person, the eternal “too late!” in every sense, throughout the entirety of history , – this torment might make him turn bitterly against his own lotone day and try to destroy himself, – to “ruin” himself. In almost ev- ery psychologist, you ﬁnd a telling inclination and preference for dealingwith normal, well-ordered people. This reveals that the psychologist isin constant need of a cure, of a type of forgetting and escape from thethings that make his insight and incisiveness, that make his “craft” weighheavily on his conscience. It is characteristic of him to be afraid of his Continuation of the same thing. ",559
Page 201,"What is noble? memory . He is easily silenced by other people’s judgments: he listens with an unmoved face to how they honor, admire, love, and transﬁgurewhat he has seen , – or he keeps his silence hidden by expressly agree- ing with some foreground opinion. Perhaps the paradox of his conditionbecomes so horrible that the masses, the educated, the enthusiasts, de-velop a profound admiration for the very things he has learned to regardwith profound pity and contempt, – they admire the “great men” and prodigies who inspire people to bless and honor the fatherland, the earth,the dignity of humanity , and themselves, “great men” who are pointedout to young people for their ediﬁcation ...And who knows if this is not just what has happened in all great cases so far: the masses worshiped aGod, – and that “God” was only a poor sacriﬁcial animal! Success has always been the greatest liar, – and the “work” itself is a success. The greatstatesman, the conqueror, the discoverer – each one is disguised by hiscreations to the point of being unrecognizable. The “work” of the artist,of the philosopher, is what invents whoever has created it, whoever wassupposed to have created it. “Great men,” as they are honored, are minor pieces of bad literature, invented after the fact; in the world of historicalvalues, counterfeit rules . These great authors, for example, this Byron, Musset, Poe, Leopardi, Kleist, Gogol, – they are, and perhaps have tobe men of the moment, excited, sensual, and childish, thoughtless andsudden in trust and mistrust; with souls that generally hide some sortof crack; often taking revenge in their work for some inner corruption,often ﬂying off in search of forgetfulness for an all-too-faithful memory ,often getting lost in the mud and almost falling in love with it until theybecome like the will-o’-the-wisps around swamps and pretend to be stars (then people might call them idealists), often ﬁghting a prolonged disgust,a recurring specter of unbelief that makes them cold and forces them topine for gloria and to feed on “faith in itself ” from the hands of drunken ﬂatterers. What torture these great artists and higher people in general are for anyone who has ever guessed what they really are! It is easy to imaginethat these men will soon be subject to eruptions of boundless and most devoted pity from women in particular (who are clairvoyant in the world of suffering and whose desires to help and save far exceed their ability toactually do so). The masses, the adoring masses, above all, do not under-stand this pity , and they pile all sorts of nosy and smug interpretations Fame. ",656
Page 202,"Beyond Good and Evil on it. This pity is continually deceived as to its own strength; women would like to believe that love makes all things possible, – this is their true faith . Oh, those who know hearts can guess how impoverished, stupid, helpless, presumptuous, and mistaken even the best and deepest love re-ally is – how much more likely it is to destroy than to rescue! – It ispossible that one of the most painful cases of the martyrdom of knowl- edge about love lies hidden under the holy fable and disguise of the life of Jesus: the martyrdom of the most innocent and wishful of hearts, whonever had enough of human love, who asked for nothing other than tolove and be loved, but who asked it with harshness, with madness, withhorrible outbursts against anyone refusing to love him; the story of apoor man who was unsatisﬁed and insatiable in love, who had to inventhell for there to be somewhere to send people who did not want to love him, – and who, in the end, having learned about human love, had toinvent a God who was all love and all ability to love, – who had mercy on human love for being so desperately poor and ignorant! – Anyone whofeels this way , anyone who knows this about love – will look for death. – But why give yourself up to such painful things? Assuming you do nothave to. –  The spiritual arrogance and disgust of anyone who has suffered deeply(order of rank is almost determined by just how deeply people can suf- fer), the trembling certainty that saturates and colors him entirely , a cer-tainty that his sufferings have given him a greater knowledge than the cleverest and wisest can have, that he knows his way around and wasonce “at home” in many distant and terrifying worlds that “ you don’t know anything about!” ...this spiritual, silent arrogance of the sufferer, this pride of knowledge’s chosen one, its “initiate,” almost its martyr,needs all kinds of disguises to protect itself from the touch of intru-sive and pitying hands, and in general from everyone who is not itsequal in pain. Profound suffering makes you noble; it separates. Oneof the most reﬁned forms of disguise is Epicureanism, and a certainshowy courage of taste that accepts suffering without a second thoughtand resists everything sad and profound. There are “cheerful people”who use cheerfulness because it lets them be misunderstood: – theywant to be misunderstood. There are “scientiﬁc people” who use science ",592
Page 203,"What is noble? because it gives a cheerful appearance, and because being scientiﬁc implies that a person is superﬁcial: – they want to encourage this false inference. There are free, impudent spirits who would like to hide and deny that theyare shattered, proud, incurable hearts; and sometimes even stupidity isthe mask for an ill-fated, all-too-certain knowing. – From which it followsthat a more reﬁned humanity will have great respect for “masks,” and will not indulge in psychology and curiosity in the wrong place.  The thing that separates two people the most is a difference in theirsense and degree of cleanliness. All the good behavior, mutual utility , andgoodwill in the world will not help: what matters, in the end, is that they“can’t stand the smell of each other!” The highest instinct of cleanlinessputs someone afﬂicted with it into the strangest and most dangeroussolitude, in the form of a holy saint: because this is what holiness is – thehighest spiritualization of this instinct. Some sort of shared knowledge ofan indescribable abundance of joy in bathing, some sort of lust and cravingthat constantly drives the soul out of the night and into the morning, outof dullness and gloom into light, radiance, profundity , ﬁnesse –: h owever much a tendency like this characterizes somebody (it is a noble tendency), itseparates him out as well. – The pity of the saint is a pity for the ﬁlth of the human, all-too-human. And there are degrees and heights where hefeels even pity as a form of pollution, as ﬁlth ...  Signs of nobility: never thinking about debasing our duties into duties for everyone, not wanting to relinquish, not wanting to share your ownresponsibility; considering privileges and the exercise of these privilegesas aduty .  Someone who strives for greatness will regard everyone he comes across as either a means or a delay and obstacle – or as a temporary resting place. Hisdistinctive and superior graciousness towards his fellow creatures is only possible when he is at his best, at his height, and dominating. Impatience ",520
Page 204,"Beyond Good and Evil and his awareness of being condemned to comedy until then (since even war is a comedy and concealment, just as every means conceals the end)ruins all company for him. This type of person knows solitude and whatis most poisonous about it.  The problem of those who wait . Strokes of luck and many unpredictable factors are needed for a higher person, who contains the dormant solutionto a problem, to go into action at the right time, “into explosion” you mightsay . This does not usually happen, and in every corner of the earth people sit waiting, hardly knowing how much they are waiting, much less thatthey are waiting in vain. And every once in a while, the alarm call willcome too late, the chance event that gives them “permission” to act, – justwhen the prime of youth and strength for action has already been depletedby sitting still. And how many people have realized in horror, just as they“jump up,” that their limbs have gone to sleep and their spirit is alreadytoo heavy! “It’s too late” – they say , having lost faith in themselves andbeing useless from this point on. – What if in the realm of genius, the“Raphael without hands” (taking that phrase in the broadest sense) is not the exception but, perhaps, the rule? Perhaps genius is not rare atall: what is rare is the ﬁve hundred hands that it needs to tyrannize the και/rho1 ´oς, “the right time,” in order to seize hold of chance!  People who do not want to see someone’s height will look all the more closely at everything about him that is low and in the foreground – in sodoing, they show themselves for what they really are.  With every type of wound and loss, the lower, cruder soul is better offthan the nobler soul. The dangers for the nobler soul must be greater;the likelihood that it will get into an accident and be destroyed is trulyenormous, given the diversity of its conditions of life. – When a lizard loses a ﬁnger, it grows back: not so with people. – This phrase from Lessing’s Emilia Galotti , act I, scene . ",543
Page 205,"What is noble?  – Bad enough! The same old story! When you have ﬁnished building your house, you suddenly notice that you have learned something in theprocess that you absolutely needed to know before you started build- ing. The eternal, tiresome “too late!” – The melancholy of everything ﬁnished !...  – Wanderer, who are you? I watch you go on your way , without scorn, without love, with impenetrable eyes – damp and downhearted, like aplumb line that returns unsatisﬁed from every depth back into the light(what was it looking for down there?), with a breast that does not sigh, withlips that hide their disgust, with a hand that only grips slowly: who are you?What have you done? Take a rest here, this spot is hospitable to everyone, –relax! And whoever you may be: what would you like now? What do youﬁnd relaxing? Just name it: I’ll give you whatever I have! – “Relaxing?Relaxing? How inquisitive you are! What are you saying! But please, giveme – –” What? What? Just say it! – “ Another mask! A second mask!” ...  People with deep sorrows reveal this fact about themselves when they are happy: they have a way of grasping hold of happiness, as if they wantedto crush or suffocate it, out of jealousy . Oh, they know only too well thatit will run away from them!  “Too bad! What? Isn’t he going – backwards?” – Y es! But you understandhim badly if you complain about it. He is going backwards like someonewho wants to take a great leap. – –  – “Will anyone believe me? But I insist on being believed: I have neverbeen good at thinking about myself, and do so only on very rare occasions,only when forced, without any desire to pursue ‘the matter,’ ready to ",489
Page 206,"Beyond Good and Evil digress away from ‘me,’ never with any faith in the results, all due to an unconquerable distrust in the possibility of self-knowledge that has led me to the point where I sense a contradictio in adjectoin even the concept of ‘immediate knowledge’ that is permitted by theoreticians. This wholestate of affairs might be the most certain thing I doknow about myself. I must have a kind of revulsion against believing anything deﬁnite about myself. Could there be a riddle here? Probably; but fortunately not oneformy teeth. – Could this reveal what species I belong to? – But not to me: which is just how I want it to be. –”  “But what happened to you?” – “I don’t know ,” he said hesitantly; “maybethe harpies ﬂew over the table at me.” – Every once in a while these days,a mild, moderate, restrained person will ﬂy into a sudden fury , smashdishes, knock over tables, scream, throw ﬁts, insult everyone – and ﬁnallygo off, ashamed, furious at himself, – but where? And why? To starve faraway? To choke on his memory? – The danger will always be considerablefor someone with the desires of a high and discriminating soul, who rarelyﬁnds his table set and his food ready: today , however, the danger will beextraordinary . Thrown into a noisy , vulgar age and not wanting to eat outof a single one of its bowls, he can easily die of hunger and thirst, or, if heﬁnally “digs in” anyway , he can be destroyed – by sudden nausea. – W e have probably all sat at tables where we did not belong; and the most spir-itual among us (who are also the most difﬁcult to feed), are familiar withthat dangerous dyspepsia that comes from a sudden insight into and disap-pointment over our food and dining companions, – the after-dinner nausea .  It shows both subtle and noble self-control when you reserve your praise (assuming you want to give praise at all) for things you disagree with: – otherwise you would certainly be praising yourself, which offends goodtaste. Of course, this type of self-control offers people a handy opportunityand excuse for constantly misunderstanding you. In order to allow yourself this real luxury of taste and morality , you cannot live with fools of the spirit;you have to live among people whose misunderstandings and mistakes Contradiction in terms. ",610
Page 207,"What is noble? are subtle, and for that reason still amusing – or else you will have to pay dearly for it! – “He praises me: that’s why he agrees with me” – this asinine inference ruins the better part of life for us hermits, because itbrings asses into our neighborhood and friendship.  To live with immense and proud composure; always beyond –. To freelyhave or not have your affects, your pros and cons, to condescend to themfor a few hours; to seat yourself on them like you would on a horse or often like you would on an ass: – since you need to know how to use yourstupidity as well as you know how to use your ﬁre. To keep your threehundred foregrounds, and your dark glasses too: because there are timeswhen nobody can look into our eyes, or even less into our “grounds.” Andto choose for company that mischievous and cheerful vice, politeness.And to keep control over your four virtues: courage, insight, sympathy ,solitude. Because solitude is a virtue for us, since it is a sublime inclina-tion and impulse to cleanliness which shows that contact between people(“society”) inevitably makes things unclean. Somewhere, sometime, everycommunity makes people – “base.”  The greatest events and thoughts – but the greatest thoughts are the greatest events – are the last to be comprehended: generations that aretheir contemporaries do not experience these sorts of events, – they live right past them. The same thing happens here as happens in the realmof stars. The light from the furthest stars is the last to come to people;and until it has arrived, people will deny that there are – stars out there. “How many centuries does it take for a spirit to be comprehended?” – this standard is also used to create the rank order and etiquette needed – byboth spirit and star. –  “The vision is free here and the spirit elevated.”– But there is an inverse type of person who is also at a height and also has a free vision – but wholooks down . Cf. Goethe’s Faust II, line  f. ",534
Page 208,"Beyond Good and Evil  – What is noble? What does the word “noble” still mean to us today? How do noble people reveal who they are, how can they be recognized underthis heavy , overcast sky of incipient mob rule that makes everything leadenand opaque? – There are no actions that prove who they are, – actionsare always ambiguous, always unfathomable –; and there are no “works” either. Among artists and scholars these days, you will ﬁnd plenty ofpeople whose works reveal them to be driven by a deep desire for nobility .But this very need fornobility is fundamentally different from the needs ofthe noble soul itself, and almost serves as an eloquent and dangerous testimony to the absence of such needs. It is not works, it is faith that is decisive here, faith that establishes rank order (this old, religious formulanow acquires a new and deeper meaning): some fundamental certaintythat a noble soul has about itself, something that cannot be looked for,cannot be found, and perhaps cannot be lost either. – The noble soul has reverence for itself .–  There are people who cannot avoid the fact that they have spirit, how- ever much they might turn and twist, holding up their hands to preventtheir eyes from giving them away (– as if their hands did not betraythem too! –): in the end, they are always shown to be hiding something,namely spirit. One of the most subtle ways of deceiving people (at leastfor as long as this is possible), and successfully pretending to be morestupid than you really are (a skill that is as handy as an umbrella, inday-to-day life), is enthusiasm : including what belongs to it – virtue, for instance. Because, as Galiani said, and he must have known –: vertu est enthousiasme .   In a hermit’s writings, you can always hear something of the echo of the desert, something of the whisper and the timid sideways glance of solitude.A new and more dangerous type of silence, of concealment, rings out inhis strongest words, even in his cries. Anyone who has sat alone with “Virtue is enthusiasm” from Galiani’s Letter to Madame d’Epinay , II, p.  . ",544
